"ID","High_Plant","Herbarium","Observation Date","Taxon","Observer","Source","Date","County","lat","lng","Location Description"
"xr347432","1+",,"2008-06-03","Carpobrotus edulis","Ellen Hamingson","PORE Vegetation Management; SFAN; BAEDN","2008-06-03","Marin","38.02513841","-122.8798073",
"xr347433","1+",,"2008-05-22","Carpobrotus edulis","Ellen Hamingson","PORE Vegetation Management; SFAN; BAEDN","2008-05-22","Marin","38.02513841","-122.8798073",
"xr347434","1+",,"2006-10-31","Carpobrotus edulis","Cassandra Liu","PORE Vegetation Management; SFAN; BAEDN","2006-10-31","Marin","38.02513841","-122.8798073",
"xr347435","1+",,"2006-11-15","Carpobrotus edulis","Cassandra Liu","PORE Vegetation Management; SFAN; BAEDN","2006-11-15","Marin","38.02513841","-122.8798073",
"xr347436","1+",,"2006-11-17","Carpobrotus edulis","Cassandra Liu","PORE Vegetation Management; SFAN; BAEDN","2006-11-17","Marin","38.02513841","-122.8798073",
"xr347437","1+",,"2007-03-08","Carpobrotus edulis","Eric Richardson","PORE Vegetation Management; SFAN; BAEDN","2007-03-08","Marin","38.02513841","-122.8798073",
"xr347438","1+",,"2007-03-12","Carpobrotus edulis","Eric Richardson","PORE Vegetation Management; SFAN; BAEDN","2007-03-12","Marin","38.02513841","-122.8798073",
"xr347439","1+",,"2001-09-15","Carpobrotus edulis","Naida Twardzicki","PORE Vegetation Management; SFAN; BAEDN","2001-09-15","Marin","38.02513841","-122.8798073",
"xr347440","1+",,"2007-05-29","Carpobrotus edulis","Cassandra Liu","PORE Vegetation Management; SFAN; BAEDN","2007-05-29","Marin","38.02513841","-122.8798073",
"xr347441","1+",,"2007-06-27","Carpobrotus edulis","Cassandra Liu","PORE Vegetation Management; SFAN; BAEDN","2007-06-27","Marin","38.02513841","-122.8798073",
"xr347442","1+",,"2007-10-04","Carpobrotus edulis","Ellen Hamingson","PORE Vegetation Management; SFAN; BAEDN","2007-10-04","Marin","38.02513841","-122.8798073",
"xr347443","1+",,"2007-12-06","Carpobrotus edulis","Ellen Hamingson","PORE Vegetation Management; SFAN; BAEDN","2007-12-06","Marin","38.02513841","-122.8798073",
"xr347444","1+",,"2008-01-29","Carpobrotus edulis","Ellen Hamingson","PORE Vegetation Management; SFAN; BAEDN","2008-01-29","Marin","38.02513841","-122.8798073",
"xr347445","1+",,"2008-02-27","Carpobrotus edulis","Ellen Hamingson","PORE Vegetation Management; SFAN; BAEDN","2008-02-27","Marin","38.02513841","-122.8798073",
"xr347446","1+",,"2008-08-05","Carpobrotus edulis","Ellen Hamingson","PORE Vegetation Management; SFAN; BAEDN","2008-08-05","Marin","38.02513841","-122.8798073",
"xr347447","1+",,"2008-07-22","Carpobrotus edulis","Ellen Hamingson","PORE Vegetation Management; SFAN; BAEDN","2008-07-22","Marin","38.02513841","-122.8798073",
"xr347448","1+",,"2008-07-14","Carpobrotus edulis","Ellen Hamingson","PORE Vegetation Management; SFAN; BAEDN","2008-07-14","Marin","38.02513841","-122.8798073",
"xr347461","1+",,"2002-10-17","Carpobrotus edulis","Tom Echols","PORE Vegetation Management; SFAN; BAEDN","2002-10-17","Marin","38.02907389","-122.87677",
"xr347475","1+",,"2005-12-02","Carpobrotus edulis","Jim Bromberg","PORE Vegetation Management; SFAN; BAEDN","2005-12-02","Marin","38.03124611","-122.9506608",
"xr347476","1+",,"2006-12-16","Carpobrotus edulis","Cassandra Liu","PORE Vegetation Management; SFAN; BAEDN","2006-12-16","Marin","38.03124611","-122.9506608",
"xr347561","1+",,"2006-03-13","Carpobrotus edulis","Kerry Cutler","PORE Vegetation Management; SFAN; BAEDN","2006-03-13","Marin","38.04786611","-122.983565",
"xr347742","1+",,"2005-06-05","Carpobrotus edulis","Mark Rogers","PORE Vegetation Management; SFAN; BAEDN","2005-06-05","Marin","38.07401957","-122.9746434",
"xr347744","1+",,"2005-07-12","Carpobrotus edulis","Mark Rogers","PORE Vegetation Management; SFAN; BAEDN","2005-07-12","Marin","38.07401957","-122.9746434",
"xr347745","1+",,"2005-08-01","Carpobrotus edulis","Mark Rogers","PORE Vegetation Management; SFAN; BAEDN","2005-08-01","Marin","38.07401957","-122.9746434",
"xr347887","1+",,"2006-01-25","Carpobrotus edulis","Cassandra Liu","PORE Vegetation Management; SFAN; BAEDN","2006-01-25","Marin","38.09533444","-122.9466947",
"xr348212","1+",,"2001-09-06","Carpobrotus edulis","staff","PORE Vegetation Management; SFAN; BAEDN","2001-09-06","Marin","38.15391167","-122.9087356",
"xr348254","1+",,"2001-09-06","Carpobrotus edulis","staff","PORE Vegetation Management; SFAN; BAEDN","2001-09-06","Marin","38.18151438","-122.9306695",
"xr348281","1+",,"2001-09-06","Carpobrotus edulis","staff","PORE Vegetation Management; SFAN; BAEDN","2001-09-06","Marin","38.18926938","-122.9380961",
"xr349228","1+",,"2008-08-18","Carpobrotus edulis","Melissa Potter","Weed Watchers/I&M Early Detection; SFAN; BAEDN","2008-08-18","Marin","37.93584533","-122.7501867",
"xr349229","1+",,"2008-08-18","Carpobrotus edulis","Melissa Potter","Weed Watchers/I&M Early Detection; SFAN; BAEDN","2008-08-18","Marin","37.93537333","-122.7498",
"xr349272","1+",,"2008-09-17","Carpobrotus edulis","Melissa Potter","Weed Watchers/I&M Early Detection; SFAN; BAEDN","2008-09-17","Marin","38.02510667","-122.9660212",
"xr349273","1+",,"2008-09-17","Carpobrotus edulis","Melissa Potter","Weed Watchers/I&M Early Detection; SFAN; BAEDN","2008-09-17","Marin","38.02536485","-122.9655663",
"xr349274","1+",,"2008-09-17","Carpobrotus edulis","Melissa Potter","Weed Watchers/I&M Early Detection; SFAN; BAEDN","2008-09-17","Marin","38.02570556","-122.9648757",
"xr349275","1+",,"2008-08-12","Carpobrotus edulis","Melissa Potter","Weed Watchers/I&M Early Detection; SFAN; BAEDN","2008-08-12","Marin","38.026365","-122.883672",
"xr349277","1+",,"2008-08-12","Carpobrotus edulis","Melissa Potter","Weed Watchers/I&M Early Detection; SFAN; BAEDN","2008-08-12","Marin","38.02677667","-122.8872313",
"xr349281","1+",,"2008-08-12","Carpobrotus edulis","Melissa Potter","Weed Watchers/I&M Early Detection; SFAN; BAEDN","2008-08-12","Marin","38.0276261","-122.8920268",
"xr349282","1+",,"2008-09-17","Carpobrotus edulis","Melissa Potter","Weed Watchers/I&M Early Detection; SFAN; BAEDN","2008-09-17","Marin","38.027652","-122.963968",
"xr349284","1+",,"2009-04-16","Carpobrotus edulis","Intern","Invasive Plant Response Team; SFAN; BAEDN","2009-04-16","Marin","38.02784","-122.8839915",
"xr349286","1+",,"2009-04-16","Carpobrotus edulis","Intern","Invasive Plant Response Team; SFAN; BAEDN","2009-04-16","Marin","38.02814733","-122.8842527",
"xr349289","1+",,"2008-08-12","Carpobrotus edulis","Melissa Potter","Weed Watchers/I&M Early Detection; SFAN; BAEDN","2008-08-12","Marin","38.02837776","-122.8959507",
"xr349316","1+",,"2008-10-28","Carpobrotus edulis","Melissa Potter","Weed Watchers/I&M Early Detection; SFAN; BAEDN","2008-10-28","Marin","38.04273371","-122.9792943",
"xr349419","1+",,"2008-10-27","Carpobrotus edulis","Melissa Potter","Weed Watchers/I&M Early Detection; SFAN; BAEDN","2008-10-27","Marin","38.08667517","-122.9522333",
"xr349429","1+",,"2008-10-27","Carpobrotus edulis","Melissa Potter","Weed Watchers/I&M Early Detection; SFAN; BAEDN","2008-10-27","Marin","38.0951555","-122.9377068",
"xr349498","1+",,"2008-09-03","Carpobrotus edulis","Melissa Potter","Weed Watchers/I&M Early Detection; SFAN; BAEDN","2008-09-03","Marin","38.15442333","-122.9475883",
"xr349499","1+",,"2008-09-03","Carpobrotus edulis","Melissa Potter","Weed Watchers/I&M Early Detection; SFAN; BAEDN","2008-09-03","Marin","38.15548765","-122.9484579",
"cbo1433","1+",,"2010-09-20","Carpobrotus edulis","Daniel Gluesenkamp","Dan Gluesenkamp: Audubon Canyon Ranch; Bay Area Early Detection Network","2010-09-20","Marin","38.220974","-122.95148",
"cbo613","1+",,"2010-09-16","Carpobrotus edulis","Daniel Gluesenkamp","Dan Gluesenkamp: Audubon Canyon Ranch; Bay Area Early Detection Network","2010-09-16","San Francisco","37.776076","-122.51038",
"cbo616","1+",,"2010-09-16","Carpobrotus edulis","Daniel Gluesenkamp","Dan Gluesenkamp: Audubon Canyon Ranch; Bay Area Early Detection Network","2010-09-16","Alameda","37.889416","-122.310593",
"cbo377","1+",,"2010-08-11","Carpobrotus edulis","Matthew Danielczyk","Audubon Canyon Ranch","2010-08-11","Marin","38.216034","-122.926508","Walker Creek Delta, left bank"
"cbo2014","1+",,"2010-11-12","Carpobrotus edulis","Matthew Danielczyk","Audubon Canyon Ranch","2010-11-12","Marin","37.929457","-122.682073","Martin Griffin Preserve, Hwy 1, main driveway"
"cbo2157","1+",,"2010-11-18","Carpobrotus edulis","Matthew Danielczyk","Audubon Canyon Ranch","2010-11-18","Marin","38.188702","-122.913215","west of Hwy 1"
"wb12-164","1+",,"2010-02-17","Carpobrotus edulis","Alvarez, Maria","NPS Inventory and Monitoring Program","2010-02-17","Marin","37.8485186666667","-122.491893166667","in cypress removal site below wolf ridge road25 m"
"wb12-165","1+",,"2010-08-25","Carpobrotus edulis","GOGA-Habitat Restoration Team,","NPS Inventory and Monitoring Program","2010-08-25","Marin","37.8294983333333","-122.527835","2 small patches south east of road to nike missile"
"wb12-166","1+",,"2010-11-08","Carpobrotus edulis","GOGA-Habitat Restoration Team,","NPS Inventory and Monitoring Program","2010-11-08","Marin","37.8378175015879","-122.498169626939","inbetween house (on lamoreaux) n mccullough rd next to gemo patch"
"wb12-167","1+",,"2010-06-14","Carpobrotus edulis","Howe, Natalie","NPS Inventory and Monitoring Program","2010-06-14","Marin","38.0950538333333","-122.9466135","along driveway and buildings at NDOC"
"wb12-168","1+",,"2010-06-14","Carpobrotus edulis","Howe, Natalie","NPS Inventory and Monitoring Program","2010-06-14","Marin","38.0752666666667","-122.964565833333","SFDrake, 40 m north of North Beach turnoff"
"wb12-169","1+",,"2010-06-14","Carpobrotus edulis","Howe, Natalie","NPS Inventory and Monitoring Program","2010-06-14","Marin","38.0582291666667","-122.975202666667","bend in SFDRAKE, both sides of road"
"wb12-170","1+",,"2010-07-15","Carpobrotus edulis","Howe, Natalie","NPS Inventory and Monitoring Program","2010-07-15","Marin","38.1545716666667","-122.891371666667","along Rt 1"
"wb12-171","1+",,"2010-07-15","Carpobrotus edulis","Howe, Natalie","NPS Inventory and Monitoring Program","2010-07-15","Marin","38.1577831666667","-122.893335","across from house 19885, Rt 1, Marshall"
"wb12-172","1+",,"2010-04-06","Carpobrotus edulis","NPS-Intern,","NPS Inventory and Monitoring Program","2010-04-06","Marin","37.9929608333333","-122.973448833333","on cliff"
"wb12-173","1+",,"2010-04-06","Carpobrotus edulis","NPS-Intern,","NPS Inventory and Monitoring Program","2010-04-06","Marin","37.9912943333333","-122.972288","on cliff"
"wb12-174","1+",,"2010-04-06","Carpobrotus edulis","NPS-Intern,","NPS Inventory and Monitoring Program","2010-04-06","Marin","37.9946371666667","-122.97613","near paved trail"
"wb12-175","1+",,"2010-04-06","Carpobrotus edulis","NPS-Intern,","NPS Inventory and Monitoring Program","2010-04-06","Marin","37.9947981666667","-122.977121166667","next to paved trail"
"wb12-176","1+",,"2010-04-06","Carpobrotus edulis","NPS-Intern,","NPS Inventory and Monitoring Program","2010-04-06","Marin","37.9960396666667","-122.9780805","next to road"
"wb12-177","1+",,"2010-04-06","Carpobrotus edulis","NPS-Intern,","NPS Inventory and Monitoring Program","2010-04-06","Marin","37.9970148333333","-123.015890833333","3m up from paved trail"
"wb12-178","1+",,"2010-04-16","Carpobrotus edulis","NPS-Park Staff,","NPS Inventory and Monitoring Program","2010-04-16","Marin","38.071695","-122.803145","in front of house 11563"
"wb12-179","1+",,"2010-04-28","Carpobrotus edulis","NPS-Park Staff,","NPS Inventory and Monitoring Program","2010-04-28","Marin","38.1495893333333","-122.906389","in front of empty house"
"wb12-180","1+",,"2010-04-28","Carpobrotus edulis","NPS-Park Staff,","NPS Inventory and Monitoring Program","2010-04-28","Marin","38.1491973591642","-122.90383545481","cliff at edge of beach"
"wb12-181","1+",,"2010-05-12","Carpobrotus edulis","NPS-Park Staff,","NPS Inventory and Monitoring Program","2010-05-12","Marin","38.0332905","-122.989493833333","halfway down Holly Ln., south side of rd."
"wb12-182","1+",,"2010-05-12","Carpobrotus edulis","NPS-Park Staff,","NPS Inventory and Monitoring Program","2010-05-12","Marin","38.0337521666667","-122.990516","both sides of Holly Ln, continuing to beach"
"wb12-183","1+",,"2010-05-12","Carpobrotus edulis","NPS-Park Staff,","NPS Inventory and Monitoring Program","2010-05-12","Marin","38.0225711666667","-122.989121833333","along fence, beside road"
"wb12-184","1+",,"2010-05-15","Carpobrotus edulis","NPS-Park Staff,","NPS Inventory and Monitoring Program","2010-05-15","Marin","38.0228201666667","-122.871352666667","back dune, along social trail"
"wb12-185","1+",,"2010-05-15","Carpobrotus edulis","NPS-Park Staff,","NPS Inventory and Monitoring Program","2010-05-15","Marin","38.0227766666667","-122.870881666667","along Coastal trail"
"wb12-186","1+",,"2010-05-15","Carpobrotus edulis","NPS-Park Staff,","NPS Inventory and Monitoring Program","2010-05-15","Marin","38.0213968333333","-122.867941666667","extensive; all along bluffs between ocean and trail"
"wb12-187","1+",,"2010-03-20","Carpobrotus edulis","NPS-Weedwatcher Intern","NPS Inventory and Monitoring Program","2010-03-20","San Mateo","37.6382583333333","-122.476645","4x3 patch on East side of paved trail"
"wb12-188","1+",,"2010-03-20","Carpobrotus edulis","NPS-Weedwatcher Intern","NPS Inventory and Monitoring Program","2010-03-20","San Mateo","37.6388033333333","-122.476786666667","20M OFF MAIN RD"
"wb12-189","1+",,"2010-03-20","Carpobrotus edulis","NPS-Weedwatcher Intern","NPS Inventory and Monitoring Program","2010-03-20","San Mateo","37.6406484858104","-122.478604176132","25M OFF TRAIL"
"wb12-190","1+",,"2010-03-20","Carpobrotus edulis","NPS-Weedwatcher Intern","NPS Inventory and Monitoring Program","2010-03-20","San Mateo","37.640858","-122.480736166667","TRAILSIDE"
"wb12-191","1+",,"2010-05-24","Carpobrotus edulis","NPS-Weedwatcher Intern","NPS Inventory and Monitoring Program","2010-05-24","Marin","37.8318538333333","-122.530769833333","SOUTH SIDE OF BUNKER RD"
"wb12-192","1+",,"2010-05-24","Carpobrotus edulis","NPS-Weedwatcher Intern","NPS Inventory and Monitoring Program","2010-05-24","Marin","37.83209","-122.526341666667","WEST SIDE OF BUNKER"
"wb12-193","1+",,"2010-06-10","Carpobrotus edulis","NPS-Weedwatcher Intern","NPS Inventory and Monitoring Program","2010-06-10","San Mateo","37.628585","-122.463696666667","SKYLINE COLLEGE SIGN"
"wb12-194","1+",,"2010-07-19","Carpobrotus edulis","NPS-Weedwatcher Intern","NPS Inventory and Monitoring Program","2010-07-19","Marin","37.8296235","-122.530262666667","EAST SIDE OF LAGOON TRAIL"
"wb12-195","1+",,"2010-04-27","Carpobrotus edulis","NPS-Weedwatcher Intern","NPS Inventory and Monitoring Program","2010-04-27","Marin","38.1067365","-122.862594","ROADSIDE BY TOMALES BAY RESORT"
"wb12-196","1+",,"2010-05-11","Carpobrotus edulis","NPS-Weedwatcher Intern","NPS Inventory and Monitoring Program","2010-05-11","Marin","38.0293777803454","-122.900651836483","patch 30 meters east of trail"
"wb12-197","1+",,"2010-05-11","Carpobrotus edulis","NPS-Weedwatcher Intern","NPS Inventory and Monitoring Program","2010-05-11","Marin","38.0293233333333","-122.901506","on east and west SIDE OF TRAIL"
"wb12-198","1+",,"2010-05-11","Carpobrotus edulis","NPS-Weedwatcher Intern","NPS Inventory and Monitoring Program","2010-05-11","Marin","38.029605","-122.902402333333","small patch near sandbar"
"cbo17332","1001 - 10000",,"2013-06-22","Carpobrotus edulis","Ramona Robison","California State Parks","2013-06-22","Marin","38.123993","-122.862284","Tomales Bay State Park. North of Millerton access on east side of Tomales Bay"
"wb141-807","1+",,"2011-08-16","Carpobrotus edulis","LM","State Parks in Santa Cruz County","2011-08-16","San Mateo","37.118272","-122.328795",
"wb141-808","1+",,"2011-08-16","Carpobrotus edulis","LM","State Parks in Santa Cruz County","2011-08-16","San Mateo","37.118017","-122.330552",
"wb141-811","1+",,"2011-08-16","Carpobrotus edulis","LM","State Parks in Santa Cruz County","2011-08-16","San Mateo","37.118278","-122.332481",
"wb141-812","1+",,"2011-08-16","Carpobrotus edulis","LM","State Parks in Santa Cruz County","2011-08-16","San Mateo","37.119314","-122.333434",
"wb141-813","1+",,"2011-08-16","Carpobrotus edulis","LM","State Parks in Santa Cruz County","2011-08-16","San Mateo","37.11962","-122.333934",
"wb141-816","1+",,"2011-08-16","Carpobrotus edulis","LM","State Parks in Santa Cruz County","2011-08-16","San Mateo","37.118895","-122.334296",
"wb141-817","1+",,"2011-08-16","Carpobrotus edulis","LM","State Parks in Santa Cruz County","2011-08-16","San Mateo","37.118075","-122.33395",
"wb141-844","1+",,"2011-08-16","Carpobrotus edulis","staff","State Parks in Santa Cruz County","2011-08-16","San Mateo","37.146961","-122.35153",
"wb141-845","1+",,"2011-08-16","Carpobrotus edulis","staff","State Parks in Santa Cruz County","2011-08-16","San Mateo","37.14665","-122.351402",
"wb141-846","1+",,"2011-08-16","Carpobrotus edulis","staff","State Parks in Santa Cruz County","2011-08-16","San Mateo","37.146457","-122.351069",
"wb141-847","1+",,"2011-08-16","Carpobrotus edulis","staff","State Parks in Santa Cruz County","2011-08-16","San Mateo","37.146046","-122.351162",
"wb141-848","1+",,"2011-08-16","Carpobrotus edulis","staff","State Parks in Santa Cruz County","2011-08-16","San Mateo","37.146025","-122.351499",
"wb141-849","1+",,"2011-08-16","Carpobrotus edulis","staff","State Parks in Santa Cruz County","2011-08-16","San Mateo","37.14579","-122.351811",
"wb141-850","1+",,"2011-08-16","Carpobrotus edulis","staff","State Parks in Santa Cruz County","2011-08-16","San Mateo","37.145849","-122.351259",
"wb141-851","1+",,"2011-08-16","Carpobrotus edulis","staff","State Parks in Santa Cruz County","2011-08-16","San Mateo","37.145529","-122.34998",
"wb141-852","1+",,"2011-08-16","Carpobrotus edulis","staff","State Parks in Santa Cruz County","2011-08-16","San Mateo","37.145796","-122.349815",
"wb141-853","1+",,"2011-08-16","Carpobrotus edulis","staff","State Parks in Santa Cruz County","2011-08-16","San Mateo","37.147351","-122.354104",
"wb141-854","1+",,"2011-08-16","Carpobrotus edulis","staff","State Parks in Santa Cruz County","2011-08-16","San Mateo","37.147974","-122.355312",
"wb141-855","1+",,"2011-08-16","Carpobrotus edulis","staff","State Parks in Santa Cruz County","2011-08-16","San Mateo","37.147573","-122.354941",
"wb141-856","1+",,"2011-08-16","Carpobrotus edulis","staff","State Parks in Santa Cruz County","2011-08-16","San Mateo","37.148966","-122.355384",
"wb141-857","1+",,"2011-08-16","Carpobrotus edulis","staff","State Parks in Santa Cruz County","2011-08-16","San Mateo","37.149436","-122.356395",
"wb141-858","1+",,"2011-08-16","Carpobrotus edulis","staff","State Parks in Santa Cruz County","2011-08-16","San Mateo","37.14986","-122.356647",
"wb141-859","1+",,"2011-08-16","Carpobrotus edulis","staff","State Parks in Santa Cruz County","2011-08-16","San Mateo","37.149735","-122.356702",
"wb141-860","1+",,"2011-08-16","Carpobrotus edulis","staff","State Parks in Santa Cruz County","2011-08-16","San Mateo","37.149823","-122.357488",
"wb207-42","1+",,"2010-01-10","Carpobrotus edulis","staff","SF WMA","2010-01-10","San Francisco","37.74999061","-122.47036421","Golden Gate Heights"
"mcp4943",,,"2014-04-19","Carpobrotus edulis","Tori Bohlen","MCOSD","2014-04-19","Marin","37.91276048","-122.68059776",
"mcp4959",,,"2014-08-16","Carpobrotus edulis","Tori Bohlen","MCOSD","2014-08-16","Marin","37.91263152","-122.68183235",
"mcp4953",,,"2014-07-18","Carpobrotus edulis","Tori Bohlen","MCOSD","2014-07-18","Marin","37.91218153","-122.68198964",
"mcp4954",,,"2014-07-19","Carpobrotus edulis","Tori Bohlen","MCOSD","2014-07-19","Marin","37.912707","-122.68161878",
"mcp4957",,,"2014-08-01","Carpobrotus edulis","Tori Bohlen","MCOSD","2014-08-01","Marin","37.91253108","-122.68183906",
"mcp4952",,,"2014-07-11","Carpobrotus edulis","Tori Bohlen","MCOSD","2014-07-11","Marin","37.91241696","-122.68128966",
"mcp4948",,,"2014-06-06","Carpobrotus edulis","Tori Bohlen","MCOSD","2014-06-06","Marin","37.91230063","-122.68152108",
"mcp4949",,,"2014-06-21","Carpobrotus edulis","Tori Bohlen","MCOSD","2014-06-21","Marin","37.91237642","-122.6813181",
"mcp4947",,,"2014-06-10","Carpobrotus edulis","Tori Bohlen","MCOSD","2014-06-10","Marin","37.91244181","-122.681557",
"mcp4945",,,"2014-05-17","Carpobrotus edulis","Tori Bohlen","MCOSD","2014-05-17","Marin","37.91207105","-122.68187926",
"mcp4944",,,"2014-05-02","Carpobrotus edulis","Tori Bohlen","MCOSD","2014-05-02","Marin","37.91287915","-122.6803059",
"mcp4084","2.0",,"2012-12-30","Carpobrotus edulis","Kelsey Setliff","MCOSD","2012-12-30","Marin","38.01713739","-122.5114688",
"cbo3947","1+",,"2011-11-28","Carpobrotus edulis","Robert Steers","National Park Service, Inventory and Monitoring Program","2011-11-28","San Francisco","37.791433","-122.483849",
"we889","1+",,"2012-01-01","Carpobrotus edulis","Matthew Danielczyk","Audubon Canyon Ranch","2012-01-01","Marin","38.214538","-122.953072","Tom's Point preserve, several patches along coastline and on coastal bluffs"
"wb515-191","1+",,"2011-03-03","Carpobrotus edulis","Wrubel, Eric","National Park Service, SFAN Inventory and Monitoring","2011-03-03","Marin","38.0269383333","-122.8827166667","edge of marsh"
"wb515-192","1+",,"2011-03-03","Carpobrotus edulis","Wrubel, Eric","National Park Service, SFAN Inventory and Monitoring","2011-03-03","Marin","38.0257966667","-122.8812333333","roadside near dunes"
"wb515-193","1+",,"2011-03-03","Carpobrotus edulis","Wrubel, Eric","National Park Service, SFAN Inventory and Monitoring","2011-03-03","Marin","38.0262816667","-122.8820416667","roadside"
"wb515-194","1+",,"2011-03-28","Carpobrotus edulis","Weed Watcher Volunteer,","National Park Service, SFAN Inventory and Monitoring","2011-03-28","Marin","37.8337955","-122.5364183333","coastal trail"
"wb515-195","1+",,"2011-03-28","Carpobrotus edulis","Weed Watcher Volunteer,","National Park Service, SFAN Inventory and Monitoring","2011-03-28","Marin","37.8341856667","-122.5339078333","coastal trail"
"wb515-196","1+",,"2011-03-31","Carpobrotus edulis","Weed Watcher Volunteer,","National Park Service, SFAN Inventory and Monitoring","2011-03-31","San Mateo","37.6193981667","-122.4876566667","mori cove trail"
"wb515-197","1+",,"2011-04-25","Carpobrotus edulis","Weed Watcher Volunteer,","National Park Service, SFAN Inventory and Monitoring","2011-04-25","Marin","37.831571","-122.5338781667","lagoon trail"
"wb515-198","1+",,"2011-04-25","Carpobrotus edulis","Weed Watcher Volunteer,","National Park Service, SFAN Inventory and Monitoring","2011-04-25","Marin","37.8313623333","-122.5344176667","lagoon trail"
"wb515-199","1+",,"2011-05-02","Carpobrotus edulis","Weed Watcher Volunteer,","National Park Service, SFAN Inventory and Monitoring","2011-05-02","Marin","37.8318448402","-122.5370066302","w of bunker"
"wb515-200","1+",,"2011-05-02","Carpobrotus edulis","Weed Watcher Volunteer,","National Park Service, SFAN Inventory and Monitoring","2011-05-02","Marin","37.8318416667","-122.5377066667","w. of bunker"
"wb515-201","1+",,"2011-05-02","Carpobrotus edulis","Weed Watcher Volunteer,","National Park Service, SFAN Inventory and Monitoring","2011-05-02","Marin","37.83198","-122.5380933333","w. of bunker road"
"wb515-202","1+",,"2011-05-02","Carpobrotus edulis","Weed Watcher Volunteer,","National Park Service, SFAN Inventory and Monitoring","2011-05-02","Marin","37.8321","-122.5391783333","rodeo beach end of bunker road"
"wb515-203","1+",,"2011-05-02","Carpobrotus edulis","Weed Watcher Volunteer,","National Park Service, SFAN Inventory and Monitoring","2011-05-02","Marin","37.8321633333","-122.5395321667","w of bunker road by rodeo beach parking lot"
"wb515-204","1+",,"2011-05-19","Carpobrotus edulis","Weed Watcher Volunteer,","National Park Service, SFAN Inventory and Monitoring","2011-05-19","Marin","37.8460576437","-122.4891680355","upslope from sca trail"
"wb515-205","1+",,"2011-05-19","Carpobrotus edulis","Weed Watcher Volunteer,","National Park Service, SFAN Inventory and Monitoring","2011-05-19","Marin","37.8462058514","-122.4893201953","upslope from sca trail"
"wb515-206","1+",,"2011-05-26","Carpobrotus edulis","Weed Watcher Volunteer,","National Park Service, SFAN Inventory and Monitoring","2011-05-26","San Francisco","37.8045426667","-122.4768846667","south of coastal trail on hill top"
"wb515-207","1+",,"2011-05-26","Carpobrotus edulis","Weed Watcher Volunteer,","National Park Service, SFAN Inventory and Monitoring","2011-05-26","San Francisco","37.8022651667","-122.477791","west of coastal  trail"
"wb515-208","1+",,"2011-05-26","Carpobrotus edulis","Weed Watcher Volunteer,","National Park Service, SFAN Inventory and Monitoring","2011-05-26","San Francisco","37.8039943834","-122.4769100783","south of coastal trail"
"wb515-209","1+",,"2011-05-26","Carpobrotus edulis","Weed Watcher Volunteer,","National Park Service, SFAN Inventory and Monitoring","2011-05-26","San Francisco","37.7977333333","-122.4799233333","ne of coastal  trail"
"wb515-210","1+",,"2011-07-06","Carpobrotus edulis","Lynch, Danny","National Park Service, SFAN Inventory and Monitoring","2011-07-06","Marin","37.9967033333","-123.0195083333","downhill from fence"
"wb515-211","1+",,"2011-07-07","Carpobrotus edulis","Weed Watcher Volunteer,","National Park Service, SFAN Inventory and Monitoring","2011-07-07","Marin","38.045668","-122.9722531667","e of drakes beach"
"wb515-212","1+",,"2011-07-25","Carpobrotus edulis","Weed Watcher Volunteer,","National Park Service, SFAN Inventory and Monitoring","2011-07-25","Marin","37.8435366667","-122.477955","e of east rd"
"wb515-213","1+",,"2011-07-25","Carpobrotus edulis","Weed Watcher Volunteer,","National Park Service, SFAN Inventory and Monitoring","2011-07-25","Marin","37.8425583333","-122.4776316667","corner of east rd and sanitary district"
"wb515-214","1+",,"2011-07-25","Carpobrotus edulis","Weed Watcher Volunteer,","National Park Service, SFAN Inventory and Monitoring","2011-07-25","Marin","37.8441566667","-122.4778508333","e of east rd"
"wb515-215","1+",,"2011-07-26","Carpobrotus edulis","Weed Watcher Volunteer,","National Park Service, SFAN Inventory and Monitoring","2011-07-26","Marin","38.0394116667","-122.98198","s of sir francis drake"
"wb515-216","1+",,"2011-07-26","Carpobrotus edulis","Weed Watcher Volunteer,","National Park Service, SFAN Inventory and Monitoring","2011-07-26","Marin","38.0466733333","-122.97537","n of sir francis drve"
"wb515-217","1+",,"2011-08-18","Carpobrotus edulis","Weed Watcher Volunteer,","National Park Service, SFAN Inventory and Monitoring","2011-08-18","Marin","37.8263726667","-122.5190996667","e of conzelman by battery"
"wb515-218","1+",,"2011-08-22","Carpobrotus edulis","Alvarez, Maria","National Park Service, SFAN Inventory and Monitoring","2011-08-22","Marin","37.8380038646","-122.5427636516","on south edge of Bunker loop rd"
"wb515-219","1+",,"2011-09-08","Carpobrotus edulis","Weed Watcher Volunteer,","National Park Service, SFAN Inventory and Monitoring","2011-09-08","Marin","37.9210933333","-122.67155","w of hwy 1"
"wb515-220","1+",,"2011-09-08","Carpobrotus edulis","Weed Watcher Volunteer,","National Park Service, SFAN Inventory and Monitoring","2011-09-08","Marin","37.9254766667","-122.679545","w of hwy 1"
"wb515-221","1+",,"2011-09-27","Carpobrotus edulis","Wrubel, Eric","National Park Service, SFAN Inventory and Monitoring","2011-09-27","Marin","37.8342436667","-122.5318248333","n side maintenance yard"
